"code_commune","nom_commune","departement","population","nb_cambriolages","taux_pour_mille"
"91468","Ormoy","91",3225,9,7.7291353
"91471","Orsay","91",16498,113,13.6565438
"91477","Palaiseau","91",37471,147,7.8429812
"91479","Paray-Vieille-Poste","91",8202,19,5.249931
"91494","Le Plessis-Pâté","91",4154,20,11.8142342
"91514","Quincy-sous-Sénart","91",9477,51,11.2533098
"91521","Ris-Orangis","91",31189,69,5.5863049
"91526","Roinvilliers","91",112,0,0
"91540","Saint-Chéron","91",5132,15,5.5616683
"91549","Sainte-Geneviève-des-Bois","91",35438,151,9.6717235
"91552","Saint-Germain-lès-Arpajon","91",11623,65,15.0219035
"91553","Saint-Germain-lès-Corbeil","91",7469,28,8.7478283
"91570","Saint-Michel-sur-Orge","91",21776,86,8.7574857
"91573","Saint-Pierre-du-Perray","91",11993,16,3.3977482
"91577","Saintry-sur-Seine","91",5882,10,4.0418134
"91587","Saulx-les-Chartreux","91",6733,13,4.3216032
"91589","Savigny-sur-Orge","91",37601,108,6.1790214
"91600","Soisy-sur-Seine","91",7418,15,4.4118151
"91613","Congerville-Thionville","91",211,0,0
"91617","Tigery","91",4333,5,2.8821386
"91631","Varennes-Jarcy","91",2465,8,8.0535579
"91635","Vauhallan","91",1945,9,10.3673114
"91645","Verrières-le-Buisson","91",15057,91,13.7148367
"91657","Vigneux-sur-Seine","91",31466,99,7.7788529
"91659","Villabé","91",5830,8,3.4853773
"91661","Villebon-sur-Yvette","91",10291,23,4.6822578
"91665","La Ville-du-Bois","91",8161,24,6.9848661
"91666","Villejust","91",2558,7,6.0994271
"91667","Villemoisson-sur-Orge","91",7332,52,16.418072
"91685","Villiers-sur-Orge","91",4545,11,5.6965303
"91687","Viry-Châtillon","91",30838,79,5.2160798
"91689","Wissous","91",7151,17,5.0155001
"91691","Yerres","91",27906,95,7.379246
"91692","Les Ulis","91",25886,17,1.5988014
"92002","Antony","92",64263,238,7.7907229
"92004","Asnières-sur-Seine","92",93941,143,3.0842845
"92007","Bagneux","92",44572,75,3.8591081
"92009","Bois-Colombes","92",28909,46,3.0629015
"92012","Boulogne-Billancourt","92",119019,254,3.7289345
"92014","Bourg-la-Reine","92",21019,101,9.8247825
"92019","Châtenay-Malabry","92",35825,100,6.108002
"92020","Châtillon","92",36705,79,4.2269192
"92022","Chaville","92",20594,100,9.6094723
"92023","Clamart","92",58576,226,8.3145685
"92024","Clichy","92",64410,83,2.5062293
"92025","Colombes","92",91053,307,7.609345
"92026","Courbevoie","92",82902,188,3.8747642
"92032","Fontenay-aux-Roses","92",24070,85,7.146457
"92033","Garches","92",17743,71,8.2335096
"92035","La Garenne-Colombes","92",30197,72,4.5903191
"92036","Gennevilliers","92",50979,50,2.3896478
"92040","Issy-les-Moulineaux","92",67669,185,4.9648375
"92044","Levallois-Perret","92",68092,157,4.2592269
"92046","Malakoff","92",30557,131,8.0394749
"92047","Marnes-la-Coquette","92",1752,14,18.8061771
"92048","Meudon","92",46334,284,12.5403352
"92049","Montrouge","92",46324,73,2.6737628
"92050","Nanterre","92",97783,170,3.8958692
"92051","Neuilly-sur-Seine","92",59538,228,6.5074942
"92060","Le Plessis-Robinson","92",28848,48,3.404303
"92062","Puteaux","92",44002,79,3.0166839
"92063","Rueil-Malmaison","92",82874,387,9.9462573
"92064","Saint-Cloud","92",29855,199,13.541406
"92071","Sceaux","92",20884,110,11.2002536
"92072","Sèvres","92",22303,154,13.9101463
"92073","Suresnes","92",48956,121,4.9871774
"92075","Vanves","92",28622,117,7.5041057
"92076","Vaucresson","92",8432,70,17.6278016
"92077","Ville-d'Avray","92",11089,81,14.8286446
"92078","Villeneuve-la-Garenne","92",26021,28,2.8355917
"93001","Aubervilliers","93",88365,423,11.2458383
"93005","Aulnay-sous-Bois","93",87599,253,7.6815998
"93006","Bagnolet","93",43086,186,9.9354014
"93007","Le Blanc-Mesnil","93",62376,129,5.602249
"93008","Bobigny","93",56927,103,4.9461858
"93010","Bondy","93",50595,262,11.9060676
"93013","Le Bourget","93",15925,59,8.0726264
"93014","Clichy-sous-Bois","93",29354,50,5.2581749
"93015","Coubron","93",5175,22,10.3968904
"93027","La Courneuve","93",47167,111,6.494129
"93029","Drancy","93",72390,197,6.428242
"93030","Dugny","93",11700,13,2.87465
"93031","Épinay-sur-Seine","93",52833,111,5.0267013
"93032","Gagny","93",42313,150,8.886749
"93033","Gournay-sur-Marne","93",7320,34,10.4404241
"93039","L'Île-Saint-Denis","93",8696,17,4.786036
"93045","Les Lilas","93",23843,110,9.2348684
"93046","Livry-Gargan","93",47228,186,9.1055082
"93047","Montfermeil","93",28703,92,9.0751001
"93048","Montreuil","93",111934,451,8.3964221
"93049","Neuilly-Plaisance","93",21941,117,11.1621447
"93050","Neuilly-sur-Marne","93",39800,106,6.5836178
"93051","Noisy-le-Grand","93",72978,196,6.0841219
"93053","Noisy-le-Sec","93",45510,252,13.0816825
"93055","Pantin","93",61929,253,8.9360046
"93057","Les Pavillons-sous-Bois","93",25804,134,12.3354916
"93061","Le Pré-Saint-Gervais","93",16993,92,10.2531763
"93062","Le Raincy","93",14735,102,13.7527526
"93063","Romainville","93",37152,171,11.2122666
"93064","Rosny-sous-Bois","93",47180,103,4.6443521
"93066","Saint-Denis",NA,149077,280,4.3672647
"93070","Saint-Ouen-sur-Seine","93",53615,149,5.3377698
"93071","Sevran","93",52535,129,6.9369609
"93072","Stains","93",41388,77,5.1105274
"93073","Tremblay-en-France","93",38348,86,5.7924145
"93074","Vaujours","93",8007,25,7.3820649
"93077","Villemomble","93",29795,163,12.0164998
"93078","Villepinte","93",41470,65,4.6911259
"93079","Villetaneuse","93",12530,35,7.2764814
"94001","Ablon-sur-Seine","94",5988,18,6.7697602
"94002","Alfortville","94",45531,152,6.4076704
"94003","Arcueil","94",22200,103,9.1645239
"94004","Boissy-Saint-Léger","94",17325,31,4.1747224
"94011","Bonneuil-sur-Marne","94",18270,27,3.6006893
"94015","Bry-sur-Marne","94",18503,90,11.1519454
"94016","Cachan","94",31103,134,9.042083
"94017","Champigny-sur-Marne","94",78072,157,4.6475388
"94018","Charenton-le-Pont","94",28830,56,3.5211265
"93066","Saint-Denis","93",149077,280,4.3672647
"94019","Chennevières-sur-Marne","94",18710,70,8.2150739
"94021","Chevilly-Larue","94",19826,64,6.9659027
"94022","Choisy-le-Roi","94",45946,118,5.4512231
"94028","Créteil","94",93397,212,5.1274095
"94033","Fontenay-sous-Bois","94",53757,207,8.4834736
"94034","Fresnes","94",29528,136,10.9711389
"94037","Gentilly","94",19963,105,10.2763643
"94038","L'Haÿ-les-Roses","94",31188,72,5.1065318
"94041","Ivry-sur-Seine","94",65064,218,6.5334012
"94042","Joinville-le-Pont","94",20525,89,8.8579708
"94043","Le Kremlin-Bicêtre","94",24110,100,7.4472814
"94044","Limeil-Brévannes","94",27406,47,4.1443964
"94046","Maisons-Alfort","94",56799,153,5.176493
"94047","Mandres-les-Roses","94",4922,13,6.8061347
"94048","Marolles-en-Brie","94",4781,16,8.556023
"94052","Nogent-sur-Marne","94",32455,120,6.818995
"94053","Noiseau","94",4628,13,6.6407597
"94054","Orly","94",24658,52,5.0290549
"94055","Ormesson-sur-Marne","94",10977,30,7.0555773
"94056","Périgny","94",2724,6,5.3050398
"94058","Le Perreux-sur-Marne","94",35260,138,7.8163946
"94059","Le Plessis-Trévise","94",21112,105,11.6118487
"94060","La Queue-en-Brie","94",12241,29,6.3582473
"94065","Rungis","94",5611,6,2.1770682
"94067","Saint-Mandé","94",21071,47,3.9488957
"94068","Saint-Maur-des-Fossés","94",76572,295,7.6943268
"94069","Saint-Maurice","94",14506,45,6.0064537
"94070","Santeny","94",3913,8,4.6847417
"94071","Sucy-en-Brie","94",27764,90,7.8298633
"94073","Thiais","94",32918,69,4.6635564
"94074","Valenton","94",14406,32,5.6691896
"94075","Villecresnes","94",11647,34,7.2016904
"94076","Villejuif","94",60183,163,5.6590019
"94077","Villeneuve-le-Roi","94",21000,50,5.7166489
"94078","Villeneuve-Saint-Georges","94",36221,73,5.2362099
"94079","Villiers-sur-Marne","94",33162,113,7.7936627
"94080","Vincennes","94",48193,94,3.3489889
"94081","Vitry-sur-Seine","94",93963,297,7.1866175
"95018","Argenteuil","95",106130,333,7.1085799
"95019","Arnouville","95",15023,39,7.206018
"95039","Auvers-sur-Oise","95",6863,25,7.8539058
"95042","Baillet-en-France","95",2021,6,7.2146313
"95046","Banthelu","95",146,0,0
"95051","Beauchamp","95",9849,23,5.5913416
"95052","Beaumont-sur-Oise","95",10232,23,4.9928031
"95060","Bessancourt","95",8869,12,3.1185436
"95063","Bezons","95",36434,138,9.1276441
"95091","Bouffémont","95",6593,15,6.0318341
"95094","Bouqueval","95",314,0,0
"95116","Bruyères-sur-Oise","95",4921,11,6.2074821
"95120","Butry-sur-Oise","95",2252,9,10.0334448
"95127","Cergy","95",70906,240,7.5327487
"95134","Champagne-sur-Oise","95",5036,15,7.1292776
"95144","Châtenay-en-France","95",68,0,0
"95149","Chaumontel","95",3332,13,9.1501988
"95154","Chennevières-lès-Louvres","95",282,0,0
"95176","Cormeilles-en-Parisis","95",27292,81,6.9447942
"95177","Cormeilles-en-Vexin","95",1297,5,9.3811194
"95183","Courdimanche","95",7311,26,9.1841883
"95197","Deuil-la-Barre","95",23099,67,6.0714084
"95199","Domont","95",16065,37,5.2884423
"95203","Eaubonne","95",26211,59,5.1348651
"95205","Écouen","95",7202,21,6.9588422
"95210","Enghien-les-Bains","95",11432,19,3.0407721
"95214","Épinay-Champlâtreux","95",57,0,0
"95218","Éragny","95",18436,65,8.5239316
"95219","Ermont","95",29489,83,6.3103385
"95229","Ézanville","95",9858,16,3.8043336
"95241","Fontenay-en-Parisis","95",2219,5,6.0096154
"95250","Fosses","95",10570,26,6.6205834
"95252","Franconville","95",37754,84,4.8864189
"95256","Frépillon","95",3317,14,10.5969109
"95257","La Frette-sur-Seine","95",4570,31,14.3518519
"95268","Garges-lès-Gonesse","95",41791,55,3.7586582
"95277","Gonesse","95",27707,51,4.8615677
"95280","Goussainville","95",31301,87,7.642959
"95288","Groslay","95",8453,18,5.187291
"95304","Hédouville","95",278,0,0
"95306","Herblay-sur-Seine","95",31779,86,6.4538156
"95313","L'Isle-Adam","95",12493,39,5.8515473
"95323","Jouy-le-Moutier","95",17854,29,4.4204599
"95351","Louvres","95",12560,25,5.1614733
"95352","Luzarches","95",5008,16,7.0763496
"95355","Magny-en-Vexin","95",5779,17,6.2217413
"95369","Margency","95",3012,11,8.3267062
"95370","Marines","95",3594,7,4.6258093
"95371","Marly-la-Ville","95",6022,19,8.2738693
"95392","Mériel","95",5347,16,7.005007
"95394","Méry-sur-Oise","95",9983,28,6.8860865
"95424","Montigny-lès-Cormeilles","95",22457,40,4.9203237
"95426","Montlignon","95",3038,8,6.285078
"95427","Montmagny","95",15105,55,9.3002442
"95428","Montmorency","95",21763,71,7.0099929
"95430","Montsoult","95",4023,12,7.214907
"95446","Nesles-la-Vallée","95",1842,6,6.7905153
"95447","Neuilly-en-Vexin","95",240,0,0
"95450","Neuville-sur-Oise","95",2058,6,5.6375432
"95476","Osny","95",17954,59,8.8709533
"95480","Parmain","95",5655,15,6.1660523
"95487","Persan","95",14359,22,3.9289253
"95488","Pierrelaye","95",10130,38,9.3604964
"95491","Le Plessis-Bouchard","95",8518,30,8.2576383
"95492","Le Plessis-Gassot","95",102,0,0
"95500","Pontoise","95",31970,109,7.1711947
"95504","Presles","95",4017,6,3.5851268
"95539","Saint-Brice-sous-Forêt","95",15063,48,7.9055482
"95555","Saint-Gratien","95",21336,39,3.941567
"95563","Saint-Leu-la-Forêt","95",16138,44,6.1078625
"95572","Saint-Ouen-l'Aumône","95",25578,71,6.5657621
"95574","Saint-Prix","95",7612,23,7.4554295
"95580","Saint-Witz","95",2724,21,20.5299532
"95582","Sannois","95",26924,49,4.0737264
"95584","Santeuil","95",658,0,0
"95585","Sarcelles","95",59173,89,4.1863616
"95594","Seugy","95",1044,7,14.801607
"95598","Soisy-sous-Montmorency","95",18008,33,4.0853926
"95607","Taverny","95",27593,63,5.3875745
"95611","Theuville","95",53,0,0
"95612","Le Thillay","95",4560,15,8.3110346
"95633","Vaudherland","95",104,0,0
"95637","Vauréal","95",16079,32,4.9884456
"95652","Viarmes","95",5558,20,8.5287846
"95678","Villiers-Adam","95",858,7,18.5185185
"95680","Villiers-le-Bel","95",30053,68,6.3759494
"97101","Les Abymes","971",51055,201,6.3516758
"97103","Baie-Mahault","971",30924,44,2.9447986
"97104","Baillif","971",5096,13,4.5482249
"97105","Basse-Terre","971",9417,32,5.2015937
"97106","Bouillante","971",6127,19,4.4704848
"97107","Capesterre-Belle-Eau","971",17684,62,5.9751585
"97109","Gourbeyre","971",7307,24,5.7733943
"97111","Deshaies","971",3710,8,2.4214344
"97113","Le Gosier","971",27757,79,4.3408459
"97114","Goyave","971",7565,13,3.3731769
"97115","Lamentin","971",18628,125,12.8375997
"97116","Morne-à-l'Eau","971",16228,36,3.7219465
"97117","Le Moule","971",23014,59,4.3070492
"97118","Petit-Bourg","971",24665,42,3.3083338
"97119","Petit-Canal","971",8212,17,3.7849987
"97120","Pointe-à-Pitre","971",15040,55,5.3459871
"97121","Pointe-Noire","971",5762,15,3.6385125
"97122","Port-Louis","971",5607,22,5.9612618
"97124","Saint-Claude","971",10177,8,1.346077
"97125","Saint-François","971",13942,59,5.1510298
"97128","Sainte-Anne","971",23973,66,3.835683
"97129","Sainte-Rose","971",17700,101,9.4243777
"97132","Trois-Rivières","971",7415,14,3.0076111
"97134","Vieux-Habitants","971",7077,6,1.3631908
"97202","Les Anses-d'Arlet","972",3912,6,2.3790642
"97205","Case-Pilote","972",4537,7,3.1588448
"97206","Le Diamant","972",6161,33,7.8581011
"97207","Ducos","972",18105,73,8.0141659
"97209","Fort-de-France","972",75506,148,3.0751387
"97210","Le François","972",15778,72,7.3472004
"97212","Gros-Morne","972",9610,37,6.5687695
"97213","Le Lamentin","972",39400,144,6.4261718
"97217","Le Marin","972",8486,9,1.9409101
"97218","Le Morne-Rouge","972",4388,22,8.2387303
"97220","Rivière-Pilote","972",11604,30,4.1250906
"80059","Bazentin","80",79,0,0
"80067","Beaufort-en-Santerre","80",193,0,0
"80073","Bécordel-Bécourt","80",153,0,0
"80074","Becquigny","80",109,0,0
"80080","Belloy-en-Santerre","80",149,0,0
"80081","Belloy-Saint-Léonard","80",80,0,0
"80087","Bernay-en-Ponthieu","80",240,0,0
"80095","Bertrancourt","80",220,0,0
"80098","Bettembos","80",91,0,0
"80099","Bettencourt-Rivière","80",209,0,0
"80103","Biarre","80",57,0,0
"80104","Biencourt","80",137,0,0
"80116","Bouchoir","80",276,0,0
"80118","Boufflers","80",113,0,0
"80125","Boussicourt","80",80,0,0
"80129","Bouzincourt","80",528,0,0
"80131","Boves","80",3234,8,4.9812183
"80132","Braches","80",203,0,0
"80134","Brassy","80",82,0,0
"80135","Bray-lès-Mareuil","80",249,0,0
"80138","Bresle","80",120,0,0
"80139","Breuil","80",45,0,0
"80140","Brévillers","80",116,0,0
"80145","Brucamps","80",155,0,0
"80151","Buire-sur-l'Ancre","80",294,0,0
"80153","Bus-lès-Artois","80",140,0,0
"80157","Bussy-lès-Poix","80",90,0,0
"80164","Camon","80",4359,17,8.2688605
"80165","Camps-en-Amiénois","80",182,0,0
"80169","Cannessières","80",59,0,0
"80170","Cantigny","80",110,0,0
"80174","Le Cardonnois","80",75,0,0
"80179","Caulières","80",223,0,0
"80181","Cayeux-en-Santerre","80",123,0,0
"80182","Cayeux-sur-Mer","80",2316,5,1.4112334
"80189","La Chavatte","80",60,0,0
"80191","Chilly","80",169,0,0
"80192","Chipilly","80",172,0,0
"80194","Chuignes","80",152,0,0
"80196","Citerne","80",240,0,0
"80201","Coigneux","80",45,0,0
"80203","Colincamps","80",80,0,0
"80206","Contalmaison","80",122,0,0
"80212","Corbie","80",5982,5,1.7023439
"80217","Courcelles-au-Bois","80",69,0,0
"80219","Courcelles-sous-Thoix","80",65,0,0
"80220","Courtemanche","80",99,0,0
"80221","Cramont","80",304,0,0
"80243","Domesmont","80",44,0,0
"80252","Douilly","80",250,0,0
"80258","Driencourt","80",78,0,0
"80259","Dromesnil","80",82,0,0
"80263","L'Échelle-Saint-Aurin","80",43,0,0
"80269","Épaumesnil","80",104,0,0
"80270","Épécamps","80",7,0,0
"80280","Ercourt","80",132,0,0
"80281","Ergnies","80",159,0,0
"80290","Estrées-lès-Crécy","80",398,0,0
"80300","Falvy","80",163,0,0
"80304","Fay","80",91,0,0
"80306","Fescamps","80",136,0,0
"80308","Feuquières-en-Vimeu","80",2414,9,6.9277162
"80320","Folies","80",152,0,0
"80322","Fonches-Fonchette","80",168,0,0
"80324","Fontaine-le-Sec","80",143,0,0
"80325","Fontaine-lès-Cappy","80",54,0,0
"80329","Forceville","80",163,0,0
"80336","Foucaucourt-Hors-Nesle","80",79,0,0
"80339","Fouquescourt","80",154,0,0
"80343","Framicourt","80",151,0,0
"80344","Francières","80",176,0,0
"80347","Fransart","80",163,0,0
"80348","Fransu","80",193,0,0
"80353","Fresnes-Mazancourt","80",158,0,0
"80354","Fresnes-Tilloloy","80",211,0,0
"80355","Fresneville","80",104,0,0
"80356","Fresnoy-Andainville","80",96,0,0
"80361","Frettecuisse","80",69,0,0
"80365","Fricamps","80",177,0,0
"80368","Friville-Escarbotin","80",4306,21,9.1116373
"80369","Frohen-sur-Authie","80",244,0,0
"80371","Froyelles","80",96,0,0
"80372","Frucourt","80",121,0,0
"80378","Ginchy","80",75,0,0
"80384","Grandcourt","80",178,0,0
"80385","Grand-Laviers","80",465,0,0
"80391","Grivillers","80",91,0,0
"80397","Gueudecourt","80",101,0,0
"80401","Guillemont","80",126,0,0
"80402","Guizancourt","80",113,0,0
"80404","Guyencourt-Saulcourt","80",145,0,0
"80410","Ham","80",4378,8,3.3557047
"80413","Hancourt","80",94,0,0
"80418","Hardecourt-aux-Bois","80",84,0,0
"80420","Harponville","80",170,0,0
"80429","Hénencourt","80",194,0,0
"80432","Herleville","80",192,0,0
"80435","Hesbécourt","80",45,0,0
"80455","Lachapelle","80",87,0,0
"80459","Laleu","80",98,0,0
"80460","Lamaronde","80",51,0,0
"80463","Lamotte-Warfusée","80",725,0,0
"80466","Lanches-Saint-Hilaire","80",133,0,0
"80467","Laucourt","80",183,0,0
"80468","Laviéville","80",170,0,0
"80469","Lawarde-Mauger-l'Hortoy","80",154,0,0
"80478","Lignières","80",142,0,0
"80480","Lignières-en-Vimeu","80",108,0,0
"80482","Limeux","80",142,0,0
"80484","Liomer","80",374,0,0
"80489","Longueau","80",5680,16,5.8815462
"80491","Longuevillette","80",67,0,0
"80502","Maison-Roland","80",97,0,0
"80504","Malpart","80",70,0,0
"80505","Mametz",NA,255,0,0
"80508","Marché-Allouarde","80",51,0,0
"80511","Marestmontiers","80",120,0,0
"80514","Marieux","80",128,0,0
"80515","Marlers","80",149,0,0
"80518","Martainneville","80",410,0,0
"80525","Meigneux","80",183,0,0
"80526","Le Meillard","80",154,0,0
"80528","Méréaucourt","80",9,0,0
"80531","Méricourt-en-Vimeu","80",106,0,0
"80537","Mesnil-Domqueur","80",88,0,0
"80538","Mesnil-en-Arrouaise","80",105,0,0
"80541","Mesnil-Saint-Georges","80",217,0,0
"80543","Métigny","80",122,0,0
"80545","Mézières-en-Santerre","80",521,0,0
"80547","Millencourt","80",202,0,0
"80548","Millencourt-en-Ponthieu","80",337,0,0
"80559","Montagne-Fayel","80",146,0,0
"80560","Montauban-de-Picardie","80",217,0,0
"80561","Montdidier","80",5935,11,3.4194327
"80565","Montonvillers","80",93,0,0
"80576","Moyencourt","80",314,0,0
"80577","Moyencourt-lès-Poix","80",165,0,0
"80578","Moyenneville","80",693,0,0
"80587","Neslette","80",89,0,0
"80596","Neuvillette","80",212,0,0
"80604","Offignies","80",83,0,0
"80617","Parvillers-le-Quesnoy","80",244,0,0
"80620","Péronne","80",7090,27,6.5565809
"80624","Pierregot","80",280,0,0
"80629","Pœuilly","80",107,0,0
"80638","Potte","80",111,0,0
"80648","Pys","80",125,0,0
"80657","Quiry-le-Sec","80",311,0,0
"80666","Remaisnil","80",28,0,0
"80668","Remiencourt","80",164,0,0
"80673","Riencourt","80",181,0,0
"80674","Rivery","80",3636,15,8.6608941
"80684","Rouy-le-Petit","80",101,0,0
"80685","Roye","80",5833,21,6.9118778
"80687","Rubescourt","80",129,0,0
"80688","Rue","80",2987,5,2.9786608
"80699","Saint-Aubin-Rivière","80",116,0,0
"80713","Saint-Quentin-en-Tourmont","80",302,0,0
"80719","Sainte-Segrée","80",47,0,0
"80728","Saulchoy-sous-Poix","80",74,0,0
"80733","Senlis-le-Sec","80",324,0,0
"80736","Sorel-en-Vimeu","80",235,0,0
"80741","Soyécourt","80",186,0,0
"80743","Suzanne","80",190,0,0
"80747","Templeux-la-Fosse","80",139,0,0
"80749","Terramesnil","80",323,0,0
"80753","Thiepval","80",124,0,0
"80755","Thieulloy-la-Ville","80",141,0,0
"80757","Thoix","80",147,0,0
"80771","Ugny-l'Équipée","80",29,0,0
"80777","Vauchelles-lès-Authie","80",132,0,0
"80779","Vauchelles-les-Quesnoy","80",815,0,0
"80782","Vaux-en-Amiénois","80",444,0,0
"80783","Vaux-Marquenneville","80",79,0,0
"80785","Vecquemont","80",531,0,0
"80786","Velennes","80",141,0,0
"80792","La Vicogne","80",241,0,0
"80794","Villecourt","80",46,0,0
"80795","Ville-le-Marclet","80",461,0,0
"80804","Villers-sous-Ailly","80",167,0,0
"80805","Villers-Tournelle","80",160,0,0
"80806","Villers-sur-Authie","80",468,0,0
"80810","Vitz-sur-Authie","80",136,0,0
"80812","Vraignes-en-Vermandois","80",130,0,0
"80813","Vraignes-lès-Hornoy","80",96,0,0
"80819","Wargnies","80",78,0,0
"80821","Warlus","80",230,0,0
"80823","Warvillers","80",121,0,0
"80825","Wiry-au-Mont","80",103,0,0
"80828","Woirel","80",46,0,0
"80835","Yzeux","80",264,0,0
"80836","Yonval","80",243,0,0
"81004","Albi","81",51290,161,5.225439
"81007","Alos","81",93,0,0
"81009","Amarens","81",61,0,0
"81012","Andillac","81",127,0,0
"81013","Andouque","81",383,0,0
"81015","Appelle","81",66,0,0
"81017","Arifat","81",128,0,0
"81018","Arthès","81",2528,11,8.6139389
"81021","Aussillon","81",5527,14,4.7004577
"81023","Barre","81",203,0,0
"81028","Berlats","81",119,0,0
"81029","Bernac","81",186,0,0
"81030","Bertre","81",112,0,0
"81035","Bournazel","81",223,0,0
"81038","Brens","81",2423,7,6.0344828
"81040","Brousse","81",438,0,0
"81060","Carmaux","81",9872,46,7.6334066
"81065","Castres","81",42505,179,7.4394391
"81068","Combefa","81",206,0,0
"81072","Crespin","81",99,0,0
"81085","Lacapelle-Escroux","81",48,0,0
"81088","Fauch","81",619,0,0
"81089","Faussergues","81",143,0,0
"81099","Gaillac","81",16162,44,5.2349577
"81105","Graulhet","81",13129,39,5.8458566
"81108","Itzac","81",178,0,0
"81120","Labruguière","81",6584,8,2.4231013
"81122","Lacapelle-Pinet","81",67,0,0
"81123","Lacapelle-Ségalar","81",89,0,0
"81127","Lacroisille","81",98,0,0
"81134","Lamontélarié","81",58,0,0
"81137","Lasfaillades","81",84,0,0
"81140","Lavaur","81",10965,30,5.0671415
"81144","Lescure-d'Albigeois","81",4590,13,5.8880326
"81150","Lugan","81",419,0,0
"81151","Magrin","81",140,0,0
"81156","Marssac-sur-Tarn","81",3518,28,16.2416017
"81160","Massaguel","81",347,0,0
"81161","Massals","81",113,0,0
"81163","Mazamet","81",10085,19,3.0954943
"81169","Missècle","81",93,0,0
"81172","Montauriol","81",55,0,0
"81173","Montcabrier","81",304,0,0
"81174","Montdragon","81",614,0,0
"81183","Mont-Roc","81",198,0,0
"81184","Montrosier","81",33,0,0
"81186","Moularès","81",257,0,0
"81187","Moulayrès","81",217,0,0
"81189","Mouzens","81",111,0,0
"81191","Mouzieys-Panens","81",256,0,0
"81197","Noailles","81",205,0,0
"81198","Orban","81",351,0,0
"81206","Penne","81",602,0,0
"81214","Puéchoursi","81",114,0,0
"81218","Puygouzon","81",3548,27,16.1740509
"81220","Rabastens","81",5867,16,5.3068184
"81222","Réalmont","81",3561,11,5.5232753
"81223","Le Rialet","81",63,0,0
"81224","Le Riols","81",98,0,0
"81234","Roussayrolles","81",81,0,0
"81237","Saint-Amancet","81",170,0,0
"81240","Saint-André","81",102,0,0
"81255","Saint-Jean-de-Rives","81",516,0,0
"81256","Saint-Jean-de-Vals","81",85,0,0
"81257","Saint-Juéry","81",6564,17,4.6088961
"81264","Saint-Michel-Labadié","81",84,0,0
"81265","Saint-Michel-de-Vax","81",79,0,0
"81270","Saint-Sernin-lès-Lavaur","81",167,0,0
"81271","Saint-Sulpice-la-Pointe","81",9719,66,15.2871564
"81273","Saïx","81",3748,6,3.487953
"81275","Salles","81",191,0,0
"81280","Le Ségur","81",259,0,0
"81282","Senaux","81",39,0,0
"81289","Soual","81",2637,11,8.3713851
"81295","Teillet","81",458,0,0
"81297","Terssac","81",1195,7,11.5321252
"81300","Tonnac","81",113,0,0
"81302","Tréban","81",59,0,0
"81310","Veilhes","81",143,0,0
"81323","Viterbe","81",361,0,0
"82002","Albias","82",3240,8,5.1661703
"82009","Balignac","82",41,0,0
"82013","Beaumont-de-Lomagne","82",3824,7,3.2780393
"82025","Bressols","82",4036,16,9.2067776
"82033","Castelsarrasin","82",14343,51,7.585398
"82037","Caussade","82",6803,36,8.9278146
"82040","Cayriech","82",270,0,0
"82041","Cazals","82",236,0,0
"82046","Coutures","82",98,0,0
"82053","Escazeaux","82",287,0,0
"82062","Finhan","82",1471,13,19.033675
"82067","Gensac","82",102,0,0
"82069","Ginals","82",203,0,0
"82071","Goas","82",36,0,0
"82075","Grisolles","82",4214,10,5.0761421
"82079","Labastide-Saint-Pierre","82",3745,8,4.7007116
"82081","Labourgade","82",163,0,0
"82087","Lafrançaise","82",2865,11,7.274001
"82091","Lamothe-Cumont","82",126,0,0
"82092","Lapenche","82",274,0,0
"82094","Lauzerte","82",1443,7,7.0608139
"82096","La Ville-Dieu-du-Temple","82",3358,22,15.1633515
"82103","Marignac","82",101,0,0
"82112","Moissac","82",13419,55,8.0882484
"82121","Montauban","82",62945,260,7.8620896
"82124","Montbeton","82",4400,19,10.4120577
"82125","Montech","82",6663,31,10.3021507
"82128","Montfermier","82",111,0,0
"82129","Montgaillard","82",140,0,0
"82133","Mouillac","82",90,0,0
"82134","Nègrepelisse","82",5917,11,4.1145232
"82139","Le Pin","82",111,0,0
"82142","Pompignan","82",1866,8,10.5540897
"82146","Puygaillard-de-Lomagne","82",54,0,0
"82160","Saint-Clair","82",260,0,0
"82161","Saint-Étienne-de-Tulmont","82",4051,11,6.162465
"82163","Saint-Jean-du-Bouzet","82",54,0,0
"82164","Sainte-Juliette","82",131,0,0
"82175","Saint-Vincent-Lespinasse","82",284,0,0
"82177","Sauveterre","82",154,0,0
"82183","Tréjouls","82",214,0,0
"82185","Valeilles","82",242,0,0
"82186","Valence","82",5289,26,8.6800301
"82190","Verdun-sur-Garonne","82",4961,16,6.601197
"83001","Les Adrets-de-l'Estérel","83",2775,9,6.0652217
"83142","Trigance","83",232,0,0
"83143","Le Val","83",4335,17,7.154724
"83144","La Valette-du-Var","83",23719,59,4.6427057
"83146","La Verdière","83",1668,15,12.3762376
"83147","Vérignon","83",8,0,0
"83148","Vidauban","83",12608,77,11.0435379
"83150","Vinon-sur-Verdon","83",4464,10,4.1365523
"83152","Rayol-Canadel-sur-Mer","83",639,5,3.3226424
"84001","Althen-des-Paluds","84",2960,16,11.7312699
"84003","Apt","84",10143,30,4.4275025
"84004","Aubignan","84",5981,13,4.1896805
